0,1,2,3,4,5,6,7,8,9
0.32713035,0.0,0.33778954,6.4521976,0.0019474302,0.008319631,4.5974293,2.1717448,3.1667697,1.165953
1.123978,0.27232718,0.66366065,2.7464392,0.000547904,0.005614446,7.7506566,3.511447,3.399254,0.095417894
1.6982557,0.0034385938,0.7391556,3.587342,0.0,0.005104479,6.4790735,2.6243548,2.5665932,0.0
0.40186977,0.0,0.8211336,6.362086,0.0,0.0,4.9651937,3.416667,1.8077623,0.5012544
0.19644992,0.0,0.0,2.8414285,0.0,0.012593093,5.349456,2.7503517,2.938013,0.0
3.166926,0.0,0.5215175,4.518038,0.0018500721,0.008361532,7.010337,1.5570992,3.3665602,0.41996482
1.6130364,0.0,0.21265785,4.5832,0.097010374,0.005594237,7.5828495,2.2478178,3.21566,0.595863
0.090477526,0.0,0.9044611,4.8537555,0.0,0.004655717,5.479356,2.479503,3.1483185,0.5023833
1.4624438,0.0,0.7134669,3.7989645,0.0,0.005769614,7.82281,1.0761236,2.9000752,0.0
1.4171777,0.0015733407,0.014906511,7.8899965,0.0,0.0,6.187703,1.7279477,2.818036,0.34832492
3.4907892,0.0,0.8054678,4.889161,0.0,0.003948242,7.1469617,3.7580528,1.7221761,0.09488424
2.5497768,0.0,0.0,5.4879575,0.0,0.010203854,8.431638,1.5194997,3.3871665,0.43060654
0.8710415,0.0,0.50137675,4.845097,0.0,0.012086215,5.2307825,2.4808176,2.7814581,0.0
1.1412629,0.0050394293,0.16848773,2.8472526,0.0,0.010348927,5.3639746,3.8821683,1.7805122,0.5551323
1.0350735,0.0,0.85017604,2.4038792,0.0008357535,0.007321557,3.8999712,3.0915916,2.358398,0.0
3.097198,0.0,0.91895986,7.758988,0.0,0.001777627,5.535731,2.8111906,1.9906561,0.34747422
1.7825906,0.0029712296,0.7362109,2.69937,0.0,0.007634392,8.297751,1.4332434,2.167956,0.0
0.042311214,0.0015338841,0.26164138,5.3291683,0.0,0.003113931,5.907495,2.224419,2.391441,0.90579647
0.007163465,0.0,0.44436336,2.8864849,0.0,0.008997953,7.555788,1.0877161,3.1263068,1.746814
2.2185216,0.0013466658,0.24497667,4.7787094,0.0,0.0,6.4965787,1.3138207,1.2101074,0.23949549
0.6772856,0.0,0.022483114,6.04877,0.0036774154,0.002196007,4.6058154,3.600444,2.66913,0.0
1.0891343,0.0,0.7801394,3.785263,0.0,0.0,6.3457484,2.37365,3.149551,0.99505943
1.5408762,0.0041480237,1.7166034,3.2542448,0.0,0.005921346,4.577031,3.1757455,3.0404723,0.15659542
0.76422787,0.0,1.6241764,3.7217026,0.0076918714,0.01316488,6.298126,3.5941482,3.8107033,1.3012084
1.0055939,0.0,0.0,5.332689,0.0,0.0,4.7357917,2.6213474,3.0666406,0.08799948
1.4614882,0.0,0.0,5.1310925,0.0,0.012116299,8.184381,3.3133752,3.2163136,0.0
0.007163465,0.0055077435,0.43709657,5.256464,0.000253798,0.009250826,6.6286616,2.2652533,2.788258,0.5874475
1.2345438,0.003695015,1.1577188,4.2521076,0.0,0.0,8.405041,3.4075234,3.021757,0.51742345
2.0174625,0.0,0.27076107,3.8881016,0.0034432695,0.007703606,5.695383,3.2960303,2.4437854,0.35384595
0.007163465,0.0,0.555328,4.1543627,0.0,0.000786848,1.8097829,1.9347087,3.5206492,0.28051764
1.897648,0.0,0.10860526,5.351234,0.00050554395,0.008896038,7.351879,4.486526,1.8795137,0.9978499
3.3420517,0.001509863,0.22450179,2.6093607,0.0,0.002931245,4.918043,2.9992666,2.7095942,3.4783728
1.2330939,0.0,0.6427723,6.231667,0.0,0.00435587,7.9267445,1.8442544,3.6623821,0.0
2.3966618,0.0026429906,0.14550982,4.7602715,0.0,0.012521948,7.8500824,2.0229769,2.360761,0.8897435
2.2801142,0.005854511,0.7956308,6.304569,0.0,0.009377878,7.0509877,0.7500848,2.8088605,0.17653812
0.3204446,0.0009289876,0.87154025,6.10584,0.0062117334,0.00929182,3.1300683,2.1220248,3.5220854,0.7738401
1.0294218,0.0,0.06798409,0.9307751,0.0,0.008225764,4.9050226,2.2037444,3.465909,0.016259586
0.23296638,0.0,0.22184418,3.4185765,0.0,0.005406727,5.587556,2.5936475,3.1268668,0.18561655
0.86211604,0.0,0.42205957,3.4963248,0.0,0.010198537,3.9163733,2.602739,2.5554214,0.0
1.5839895,0.0,0.12612869,4.889545,0.0,0.002734265,3.9874806,2.2263756,3.2503238,1.1641759
0.9198198,0.011199603,0.37267256,7.8899965,0.0,0.009794127,6.656588,1.3637601,3.7397811,0.6058148
1.802059,0.0,0.27839798,3.100462,0.0,0.003627573,5.523501,3.8232033,3.3334234,1.2522795
2.6467428,0.0,0.00079219695,5.7648816,0.0,0.012636465,8.272754,1.3763795,3.7061408,0.20615864
0.40827787,0.0028152675,0.08431367,7.0340905,0.0,0.013606166,6.6275835,2.9721024,2.6346672,0.25483918
2.4268107,0.0,0.3904104,4.891397,0.0,0.004244616,6.9967756,2.1998467,3.3532047,0.96707976
2.030669,0.012412491,0.19047858,3.8429263,0.0,0.004660392,4.424618,3.7197752,2.8234491,0.0
1.3652532,0.007857534,0.5151686,7.8899965,0.0,0.002228363,7.702342,2.4765556,3.417424,0.4029965
0.68514234,0.0,0.55282897,5.3477497,0.0,0.000929886,4.4619064,3.2789922,2.6950274,0.77227634
2.75041,0.0,0.0,4.612673,0.0,0.011083459,6.277525,1.8537039,2.9266374,0.106303714
2.3613052,0.00134065,0.15185809,3.004639,0.0,0.007155512,7.4130373,0.8445376,3.2954216,0.0
2.1540709,0.0021964132,0.0,6.6700444,0.0,0.0,8.837267,3.7269511,2.8403287,0.0
0.8742069,0.0,0.86639196,3.4628947,0.0,0.004570646,6.465105,3.7086337,3.0756361,1.4265517
1.3913255,0.00020101773,0.0590444,5.013434,0.0,0.0,5.0239143,3.9887831,1.9684312,0.3088831
0.21856698,0.0,0.62224036,5.4630136,0.015532939,0.012394146,6.2008224,3.6509595,2.4319103,0.14295839
1.3091284,0.0,0.07269228,3.5058599,0.0024519681,0.013142604,7.702816,2.6460395,2.411234,0.33814952
2.9507582,0.0,0.022522764,4.609067,0.0,0.005225999,6.3725743,2.033328,3.1450737,0.0
0.43847248,0.0,1.3668219,6.078243,0.0,0.010399328,5.22381,0.0,3.2055516,0.45035407
1.4438908,0.0,0.18234423,3.5568469,0.0,0.011685428,6.6937113,1.3683602,2.85122,1.5729676
1.468315,0.004554972,0.34309423,4.254359,0.0,0.010323471,4.279037,1.4926589,2.3788102,0.06322646
